added,anonymous,count,deleted,delta,geo,language,namespace,newPage,page,robot,time,unpatrolled,user
18,0,1,0,18,no_geo,cs,article,0,Guvernantka_(vychovatelství),1,2013-02-26T17:00:00.000Z,0,Xqbot
19,0,1,0,19,no_geo,vi,article,0,Gymnothorax,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
69,0,1,0,69,no_geo,sv,article,1,Gymnothorax_bikiniensis,1,2013-02-26T17:00:00.000Z,0,Lsjbot
29,0,1,0,29,no_geo,ca,article,0,Gymnothorax_cribroris,1,2013-02-26T17:00:00.000Z,0,LaaknorBot
72,0,1,0,72,no_geo,sv,article,1,Gymnothorax_fuscomaculata,1,2013-02-26T17:00:00.000Z,0,Lsjbot
26,0,1,0,26,no_geo,ca,article,0,Gymnothorax_kolpos,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
33,0,1,0,33,no_geo,nl,article,0,Gymnothorax_marshallensis,1,2013-02-26T17:00:00.000Z,0,Zorrobot
32,0,1,0,32,no_geo,es,article,0,Gymnothorax_niphostigmus,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
26,0,1,0,26,no_geo,es,article,0,Gymnothorax_pindae,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
2964,0,1,0,2964,no_geo,sv,article,1,Gymnothorax_prionodon,1,2013-02-26T17:00:00.000Z,0,Lsjbot
2766,0,1,0,2766,no_geo,sv,article,1,Gymnothorax_tile,1,2013-02-26T17:00:00.000Z,0,Lsjbot
9,0,1,0,9,no_geo,en,article,0,H._C._McNeile,0,2013-02-26T17:00:00.000Z,0,Dank
0,1,1,-277,-277,known,de,article,0,Hakan_Şükür,0,2013-02-26T17:00:00.000Z,0,80.171.131.61
33,0,1,0,33,no_geo,nl,article,0,Hamataliwa_micropunctata,1,2013-02-26T17:00:00.000Z,0,EmausBot
0,0,1,-67,-67,no_geo,en,article,0,Handy_Andy,0,2013-02-26T17:00:00.000Z,0,Pinethicket
0,0,1,-260,-260,no_geo,en,article,0,Happy_Monday_System,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-4,-4,no_geo,en,article,0,Harold_Glanville,1,2013-02-26T17:00:00.000Z,0,Cydebot
161,0,3,-4,157,no_geo,en,article,0,Hart_High_School_(California),0,2013-02-26T17:00:00.000Z,0,SeaTurtle415
0,0,1,-105,-105,no_geo,en,article,0,HD_8673,1,2013-02-26T17:00:00.000Z,0,Addbot
8,0,1,0,8,no_geo,ca,article,0,Hechtia,0,2013-02-26T17:00:00.000Z,0,Paucabot
1,0,1,0,1,no_geo,de,article,0,Heinrich_Leibnitz,0,2013-02-26T17:00:00.000Z,0,Rr2000
85,0,1,0,85,no_geo,de,article,0,Hellmuth_von_Mücke,0,2013-02-26T17:00:00.000Z,0,FA2010
1,0,1,0,1,no_geo,de,article,0,Henriette_Gonnermann,0,2013-02-26T17:00:00.000Z,0,Rr2000
26,0,1,0,26,no_geo,nl,article,0,Hentzia_antillana,1,2013-02-26T17:00:00.000Z,0,EmausBot
341,0,2,0,341,no_geo,fr,article,0,Herbier,0,2013-02-26T17:00:00.000Z,0,JeanBono
0,0,1,-92,-92,no_geo,ru,article,0,Herzeleid_(альбом),0,2013-02-26T17:00:00.000Z,0,Sozertsatel
61,0,1,0,61,no_geo,en,article,0,Higher_education_in_Ontario,0,2013-02-26T17:00:00.000Z,0,Bkell
36,0,1,0,36,no_geo,en,article,0,Hindsight_(2008_film),0,2013-02-26T17:00:00.000Z,0,Klemen Kocjancic
0,0,1,-157,-157,no_geo,en,article,0,History_of_AEK_Athens_F.C.,0,2013-02-26T17:00:00.000Z,0,Darth21
31,0,1,0,31,no_geo,en,article,0,Hokusai,0,2013-02-26T17:00:00.000Z,0,AspieWiki
28,0,1,0,28,no_geo,sv,article,0,Holoplatys_daviesae,1,2013-02-26T17:00:00.000Z,0,EmausBot
17,0,1,0,17,no_geo,nl,article,0,Homofonie_(muziek),1,2013-02-26T17:00:00.000Z,0,Gerakibot
30,0,1,0,30,no_geo,vi,article,0,Hoplopholcus_forskali,1,2013-02-26T17:00:00.000Z,0,EmausBot
86,0,6,-37,49,no_geo,en,article,0,Hot_air_balloon,0,2013-02-26T17:00:00.000Z,0,Pol098
0,0,1,-125,-125,no_geo,en,article,0,HTC_Touch_Dual,1,2013-02-26T17:00:00.000Z,0,Addbot
31,1,1,0,31,known,en,article,0,Hungary_and_the_euro,0,2013-02-26T17:00:00.000Z,0,89.134.8.121
0,0,1,-100,-100,no_geo,en,article,0,Hyangsan_County,1,2013-02-26T17:00:00.000Z,0,Addbot
25,0,1,0,25,no_geo,nl,article,0,Hygropoda_exilis,1,2013-02-26T17:00:00.000Z,0,EmausBot
29,0,1,0,29,no_geo,nl,article,0,Hymedesmia_(Hymedesmia)_stephensi,1,2013-02-26T17:00:00.000Z,0,EmausBot
2,0,1,0,2,no_geo,pl,article,0,Hymn_Białorusi,1,2013-02-26T17:00:00.000Z,0,EmausBot
0,0,1,-2,-2,no_geo,uk,article,0,IAI,1,2013-02-26T17:00:00.000Z,0,EmausBot
64,0,1,0,64,no_geo,sv,article,1,Ichthyophis_tigrinus,1,2013-02-26T17:00:00.000Z,0,Lsjbot
1302,1,1,0,1302,known,es,article,1,Iglesia_de_Nuestra_Señora_de_Prado,0,2013-02-26T17:00:00.000Z,1,85.57.212.32
24,0,1,0,24,no_geo,vi,article,0,Ikuma_spiculosa,1,2013-02-26T17:00:00.000Z,0,MerlIwBot
0,0,1,-149,-149,no_geo,en,article,0,Immortal_Souls,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-47,-47,no_geo,en,article,0,Inferno,0,2013-02-26T17:00:00.000Z,0,Malcolmxl5
16,0,1,0,16,no_geo,en,article,0,InScript_keyboard,0,2013-02-26T17:00:00.000Z,0,Imc
0,0,1,-58,-58,no_geo,en,article,0,International_Regulations_for_Preventing_Collisions_at_Sea,0,2013-02-26T17:00:00.000Z,0,Begonia Brandbygeana
1095,0,1,0,1095,no_geo,fr,article,1,Ion_Călugăru,0,2013-02-26T17:00:00.000Z,1,Ursulette
0,0,1,-179,-179,no_geo,en,article,0,Isaac_Jacob_Schmidt,1,2013-02-26T17:00:00.000Z,0,Addbot
21,0,1,0,21,no_geo,pt,article,0,Isodictyidae,1,2013-02-26T17:00:00.000Z,0,EmausBot
0,0,1,-158,-158,no_geo,en,article,0,IS_(manga),1,2013-02-26T17:00:00.000Z,0,Addbot
16,0,1,0,16,no_geo,nl,article,0,Ixchela,1,2013-02-26T17:00:00.000Z,0,EmausBot
0,0,1,-1,-1,no_geo,de,article,0,Jaap_Stam,0,2013-02-26T17:00:00.000Z,0,Ute Erb
7316,0,4,0,7316,no_geo,en,article,1,Jack_ramage,0,2013-02-26T17:00:00.000Z,1,Snoopymcsnoopysnoop
65,0,2,-20,45,no_geo,en,article,0,James_A._Garfield,0,2013-02-26T17:00:00.000Z,0,Avoided
0,0,1,-1254,-1254,no_geo,en,article,0,James_McAvoy,0,2013-02-26T17:00:00.000Z,0,NawlinWiki
63,0,1,0,63,no_geo,en,article,0,Jan_Baptist_van_Helmont,0,2013-02-26T17:00:00.000Z,0,GKFX
0,0,1,-1,-1,no_geo,pl,article,0,Japońska_Kolej_Wschodnia,1,2013-02-26T17:00:00.000Z,0,EmausBot
0,0,1,-141,-141,no_geo,en,article,0,Jayne_Wisener,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-24,-24,no_geo,en,article,0,Jeantaud,0,2013-02-26T17:00:00.000Z,0,Buch-t
0,0,1,-166,-166,no_geo,en,article,0,Jelly_d'Arányi,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-4,-4,no_geo,fr,article,0,Jessica_Jones,0,2013-02-26T17:00:00.000Z,0,Kelam
4,0,1,0,4,no_geo,en,article,0,Jim_Dickson_(baseball),0,2013-02-26T17:00:00.000Z,0,Peteforsyth
1,0,1,0,1,no_geo,en,article,0,Joaquín_Guzmán_Loera,0,2013-02-26T17:00:00.000Z,0,Avoided
0,0,1,-228,-228,no_geo,en,article,0,Johann_Baptist_Emanuel_Pohl,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-122,-122,no_geo,en,article,0,John_Brenner_(athlete),1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-4,-4,no_geo,en,article,0,John_Desmond_Cronin,1,2013-02-26T17:00:00.000Z,0,Cydebot
0,0,1,-4,-4,no_geo,en,article,0,John_Maria_Gatti,1,2013-02-26T17:00:00.000Z,0,Cydebot
6,0,1,0,6,no_geo,ca,article,0,Jonc,0,2013-02-26T17:00:00.000Z,0,Paucabot
0,0,1,-187,-187,no_geo,en,article,0,Joseph_Calasanza_von_Arneth,1,2013-02-26T17:00:00.000Z,0,Addbot
41,0,1,0,41,no_geo,es,article,0,Josh_Childress,0,2013-02-26T17:00:00.000Z,0,NaBUru38
0,0,1,-143,-143,no_geo,en,article,0,Juan_Garriga,1,2013-02-26T17:00:00.000Z,0,Addbot
111,0,1,0,111,no_geo,en,article,0,Julie_Anne_San_Jose,0,2013-02-26T17:00:00.000Z,0,Junixers
44,0,1,0,44,no_geo,fr,article,0,Justin_Braun_(hockey_sur_glace),0,2013-02-26T17:00:00.000Z,0,Ferry Zed
46,0,1,0,46,no_geo,de,article,0,Kaiserlich_Russische_Marine,0,2013-02-26T17:00:00.000Z,0,Sterntreter
1852,0,1,0,1852,no_geo,en,article,1,Kalvari-ye_Olya,0,2013-02-26T17:00:00.000Z,0,Carlossuarez46
8,0,6,-220,-212,no_geo,en,article,0,Kanpur,0,2013-02-26T17:00:00.000Z,0,Skinsmoke
0,0,1,-48,-48,no_geo,en,article,0,Karjat,0,2013-02-26T17:00:00.000Z,0,Skinsmoke
0,0,1,-96,-96,no_geo,en,article,0,Kasba_(Purnia),1,2013-02-26T17:00:00.000Z,0,Addbot
65,0,1,0,65,no_geo,id,article,0,Katedral_Myeongdong,1,2013-02-26T17:00:00.000Z,1,ZéroBot
25,0,1,0,25,no_geo,sv,wikipedia,1,Kategori:Cirrimaxilla,1,2013-02-26T17:00:00.000Z,0,Lsjbot
38,0,1,0,38,no_geo,no,wikipedia,0,Kategori:Forsvarsindustriselskaper,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
43,0,1,0,43,no_geo,sv,wikipedia,0,Kategori:Kampala,1,2013-02-26T17:00:00.000Z,0,Chobot
104,0,1,0,104,no_geo,no,wikipedia,1,Kategori:Personer_fra_Amber_Valley,0,2013-02-26T17:00:00.000Z,0,Ctande
31,0,1,0,31,no_geo,sv,wikipedia,1,Kategori:Pythonichthys,1,2013-02-26T17:00:00.000Z,0,Lsjbot
45,0,1,0,45,no_geo,sv,wikipedia,0,Kategori:Vitryska_företag,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
165,0,1,0,165,no_geo,pl,wikipedia,0,Kategoria:Gry_z_serii_Silent_Hill,0,2013-02-26T17:00:00.000Z,0,Wiher
29,0,1,0,29,no_geo,pl,wikipedia,0,Kategoria:Skakunowate_(pająki),1,2013-02-26T17:00:00.000Z,0,MerlIwBot
45,0,1,0,45,no_geo,cs,wikipedia,0,Kategorie:Běloruské_firmy,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
156,0,1,0,156,no_geo,de,wikipedia,1,Kategorie:Gegründet_1737,0,2013-02-26T17:00:00.000Z,0,Kresspahl
36,0,1,0,36,no_geo,cs,wikipedia,0,Kategorie:Kraje_na_Slovensku,1,2013-02-26T17:00:00.000Z,0,EmausBot
29,0,1,0,29,no_geo,de,wikipedia,0,Kategorie:Springspinnen,1,2013-02-26T17:00:00.000Z,0,MerlIwBot
4,0,1,0,4,no_geo,de,article,0,Kathedrale_Notre-Dame_de_Paris,0,2013-02-26T17:00:00.000Z,0,Alnilam
0,0,4,-182,-182,no_geo,en,article,0,Kazipet,0,2013-02-26T17:00:00.000Z,0,Skinsmoke
5,0,1,0,5,no_geo,no,article,0,Keith_Stroud,0,2013-02-26T17:00:00.000Z,0,Ctande
13,0,1,0,13,no_geo,de,article,0,Kentucky_Fried_Chicken,0,2013-02-26T17:00:00.000Z,0,Walcoford
424,0,1,0,424,no_geo,fi,wikipedia,0,Keskustelu_käyttäjästä:Mlang.at.elisanet.fi,0,2013-02-26T17:00:00.000Z,0,Mlang.at.elisanet.fi
156,0,1,0,156,no_geo,en,article,0,Khanmirza_District,0,2013-02-26T17:00:00.000Z,0,Carlossuarez46
26,0,1,0,26,no_geo,vi,article,0,Khorata_khammouan,1,2013-02-26T17:00:00.000Z,0,MerlIwBot
0,0,1,-100,-100,no_geo,fr,article,0,Kim_Ung-yong,0,2013-02-26T17:00:00.000Z,0,Salebot
0,0,1,-20,-20,no_geo,en,article,0,King_of_the_Wind_(film),0,2013-02-26T17:00:00.000Z,0,Aspects
0,0,1,-18,-18,no_geo,en,article,0,Kiss_Me_Sergeant,0,2013-02-26T17:00:00.000Z,0,Aspects
33,1,1,0,33,known,nl,article,1,Kleurpen,0,2013-02-26T17:00:00.000Z,1,82.74.58.4
37,0,1,0,37,no_geo,zh,article,0,Komica,0,2013-02-26T17:00:00.000Z,0,Altt311
0,0,1,-371,-371,no_geo,en,article,0,Kopi_Luwak,0,2013-02-26T17:00:00.000Z,0,Ohnoitsjamie
81,0,1,0,81,no_geo,pt,article,0,Kotoko,0,2013-02-26T17:00:00.000Z,0,Renato de carvalho ferreira
1,0,1,0,1,no_geo,de,article,0,Kreuzkirche_(Saarbrücken-Herrensohr),0,2013-02-26T17:00:00.000Z,0,Rr2000
0,0,1,-94,-94,no_geo,en,article,0,Kujang_County,1,2013-02-26T17:00:00.000Z,0,Addbot
1,1,1,0,1,known,en,article,0,Kurnool,0,2013-02-26T17:00:00.000Z,0,125.99.197.144
0,0,1,-131,-131,no_geo,en,article,0,L'Auditori,1,2013-02-26T17:00:00.000Z,0,Addbot
35,1,1,0,35,known,cs,article,0,Ladislav_Štaidl,0,2013-02-26T17:00:00.000Z,0,195.113.132.230
0,0,1,-10,-10,no_geo,en,article,0,"Lake_George_(village),_New_York",0,2013-02-26T17:00:00.000Z,0,Avoided
0,0,1,-8,-8,no_geo,en,article,0,"Land,_Infrastructure_and_Transport_Ministry",0,2013-02-26T17:00:00.000Z,0,Amakuru
0,0,1,-197,-197,no_geo,en,article,0,Languages_of_Denmark,1,2013-02-26T17:00:00.000Z,0,Addbot
0,1,2,-491,-491,known,es,article,0,Las_aventuras_de_Tom_Sawyer,0,2013-02-26T17:00:00.000Z,0,87.216.112.209
26,0,1,0,26,no_geo,sv,article,0,Laufeia_scutigera,1,2013-02-26T17:00:00.000Z,0,EmausBot
1521,0,2,0,1521,no_geo,en,article,0,Lawrence_W._Barsalou,0,2013-02-26T17:00:00.000Z,0,Rob Hurt
0,0,1,-204,-204,no_geo,en,article,0,La_Mentira,1,2013-02-26T17:00:00.000Z,0,Addbot
481,0,1,0,481,no_geo,en,article,0,Lea_Michele,0,2013-02-26T17:00:00.000Z,0,The Devil's Advocate
0,0,1,-166,-166,no_geo,en,article,0,Lehlohonolo_Seema,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-10,-10,no_geo,sv,article,0,Leonardo_Lima_da_Silva,1,2013-02-26T17:00:00.000Z,0,EmausBot
68,0,1,0,68,no_geo,sv,article,1,Leptocephalus_tuberculatus,1,2013-02-26T17:00:00.000Z,0,Lsjbot
0,0,1,-18,-18,no_geo,en,article,0,Letting_in_the_Sunshine,0,2013-02-26T17:00:00.000Z,0,Aspects
84,0,1,0,84,no_geo,fr,article,1,Le_Conseguenze_dell'Amore,0,2013-02-26T17:00:00.000Z,0,Polmars
0,0,1,-1,-1,no_geo,it,article,0,Libertà_di_stampa_nel_Regno_d'Italia,0,2013-02-26T17:00:00.000Z,0,Sentruper
27,0,1,0,27,no_geo,sv,article,0,Ligonipes_flavipes,1,2013-02-26T17:00:00.000Z,0,EmausBot
27,0,1,0,27,no_geo,sv,article,0,Lilliput_pusillus,1,2013-02-26T17:00:00.000Z,0,EmausBot
19,0,1,0,19,no_geo,de,article,0,Lipman-Regal,1,2013-02-26T17:00:00.000Z,0,MorbZ-Bot
0,0,1,-24,-24,no_geo,de,article,0,Liste_der_denkmalgeschützten_Objekte_in_Steyr-Steyr/H–R,0,2013-02-26T17:00:00.000Z,0,Bodory Thomas
2380,0,1,0,2380,no_geo,de,article,1,Liste_der_Kulturgüter_in_Hägglingen,0,2013-02-26T17:00:00.000Z,0,Voyager
2,0,1,0,2,no_geo,de,article,0,Liste_der_Synagogen_in_Hamburg,0,2013-02-26T17:00:00.000Z,0,Rr2000
32,0,1,0,32,no_geo,fr,article,0,Liste_de_races_bovines,0,2013-02-26T17:00:00.000Z,1,Marc30290
144,1,2,0,144,known,en,article,0,List_of_Arab_entrepreneurship_initiatives,0,2013-02-26T17:00:00.000Z,0,41.229.0.176
0,0,1,-13,-13,no_geo,en,article,0,List_of_Community_characters,0,2013-02-26T17:00:00.000Z,0,Froid
0,0,1,-21,-21,no_geo,en,article,0,List_of_gothic_rock_bands,0,2013-02-26T17:00:00.000Z,0,Avoided
0,0,1,-257,-257,no_geo,en,article,0,List_of_Johnny_Test_episodes,1,2013-02-26T17:00:00.000Z,0,Addbot
1,0,1,0,1,no_geo,en,article,0,List_of_Malay_loanwords,1,2013-02-26T17:00:00.000Z,0,FrescoBot
0,0,1,-247,-247,no_geo,en,article,0,List_of_minor_planets/16501–16600,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-247,-247,no_geo,en,article,0,List_of_minor_planets/19401–19500,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-305,-305,no_geo,en,article,0,List_of_minor_planets/25001–25100,1,2013-02-26T17:00:00.000Z,0,Addbot
185,0,1,0,185,no_geo,en,article,0,"List_of_people_associated_with_Grand_Rapids,_Michigan",0,2013-02-26T17:00:00.000Z,0,Pdcook
0,0,1,-192,-192,no_geo,en,article,0,List_of_schools_of_philosophy,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-22,-22,no_geo,en,article,0,List_of_The_Daily_Show_guests_(2004),0,2013-02-26T17:00:00.000Z,0,Martarius
88,1,3,-76,12,known,en,article,0,List_of_volcanoes_in_Japan,0,2013-02-26T17:00:00.000Z,0,165.155.212.99
0,0,1,-139,-139,no_geo,en,article,0,Living_on_Video,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-4,-4,no_geo,en,article,0,Lokpal_(film),1,2013-02-26T17:00:00.000Z,0,FrescoBot
67,0,1,0,67,no_geo,sv,article,1,Lophenchelys_fowleri,1,2013-02-26T17:00:00.000Z,0,Lsjbot
0,0,1,-115,-115,no_geo,en,article,0,Lough_Lene,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-183,-183,no_geo,en,article,0,Lovas_massacre,1,2013-02-26T17:00:00.000Z,0,Addbot
1,0,1,0,1,no_geo,it,article,0,Lucia_Broccadelli_da_Narni,0,2013-02-26T17:00:00.000Z,0,Eumolpo
425,0,1,0,425,no_geo,fr,article,0,Luigi_Pelloux,0,2013-02-26T17:00:00.000Z,0,Seraphin74
72,0,1,0,72,no_geo,fi,wikipedia,0,Luokka:Vuoden_1998_euroviisuedustajat,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
65,0,1,0,65,no_geo,sv,article,1,Lycodontis_goldsboroughi,1,2013-02-26T17:00:00.000Z,0,Lsjbot
29,0,1,0,29,no_geo,vi,article,0,Lygromma_senoculatum,1,2013-02-26T17:00:00.000Z,0,EmausBot
0,0,1,-52,-52,no_geo,en,article,0,MacDonell,0,2013-02-26T17:00:00.000Z,0,MarnetteD
14,0,1,0,14,no_geo,ca,article,0,Màfia,1,2013-02-26T17:00:00.000Z,0,PixelBot
41,0,1,0,41,no_geo,de,article,0,Magdalena_Augusta_von_Anhalt-Zerbst,1,2013-02-26T17:00:00.000Z,0,PixelBot
0,0,1,-81,-81,no_geo,en,article,0,Magister_(degree),1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-13,-13,no_geo,fr,article,0,Maison_d'Amsberg,0,2013-02-26T17:00:00.000Z,0,Ange Gabriel
14,0,1,0,14,no_geo,ca,article,0,Mali,1,2013-02-26T17:00:00.000Z,0,EmausBot
14,0,1,0,14,no_geo,lt,article,0,Malis,1,2013-02-26T17:00:00.000Z,0,EmausBot
26,0,1,0,26,no_geo,sl,article,0,Malus,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
0,0,1,-52,-52,no_geo,en,article,0,Mandate,0,2013-02-26T17:00:00.000Z,0,ShelfSkewed
3520,1,1,0,3520,known,de,article,0,Mansfield_Park,0,2013-02-26T17:00:00.000Z,0,92.206.69.110
1,0,1,0,1,no_geo,de,article,0,Marburger_Schule_(Politikwissenschaft),0,2013-02-26T17:00:00.000Z,0,Invisigoth67
1,0,1,0,1,no_geo,de,article,0,Marc_Ouellet,0,2013-02-26T17:00:00.000Z,0,Inkowik
153,0,2,0,153,no_geo,en,article,0,Marigold_IceUnity,0,2013-02-26T17:00:00.000Z,0,Puisque
69,0,1,0,69,no_geo,de,article,0,Marko_Letonja,0,2013-02-26T17:00:00.000Z,0,Ute Erb
162,0,1,0,162,no_geo,fr,article,0,Marthe_Robin,0,2013-02-26T17:00:00.000Z,0,BonifaceFR
81,0,1,0,81,no_geo,pt,article,0,Masaaki_Endoh,0,2013-02-26T17:00:00.000Z,0,Renato de carvalho ferreira
151,0,1,0,151,no_geo,de,article,0,Matildit,1,2013-02-26T17:00:00.000Z,0,MorbZ-Bot
69,0,1,0,69,no_geo,no,article,0,Maulbronn,0,2013-02-26T17:00:00.000Z,0,Trygve W Nodeland
0,0,1,-139,-139,no_geo,en,article,0,Mauro_Zuliani,1,2013-02-26T17:00:00.000Z,0,Addbot
53,1,1,0,53,known,ru,article,0,Mazda_RX-8,0,2013-02-26T17:00:00.000Z,0,95.139.28.141
0,0,1,-768,-768,no_geo,he,article,0,MDF,1,2013-02-26T17:00:00.000Z,0,Legobot
207,1,1,0,207,known,tr,article,0,Medusa'nın_Salı,0,2013-02-26T17:00:00.000Z,0,188.56.94.241
4666,0,1,0,4666,no_geo,pt,article,0,Membrana_plasmática,0,2013-02-26T17:00:00.000Z,0,Érico Júnior Wouters
0,0,1,-1,-1,no_geo,en,article,0,Meriwether_Lewis,0,2013-02-26T17:00:00.000Z,0,Avoided
26,0,1,0,26,no_geo,vi,article,0,Metagonia_auberti,1,2013-02-26T17:00:00.000Z,0,EmausBot
29,0,1,0,29,no_geo,sv,article,0,Metagonia_petropolis,1,2013-02-26T17:00:00.000Z,0,MerlIwBot
24,0,1,0,24,no_geo,sv,article,0,Metagonia_uvita,1,2013-02-26T17:00:00.000Z,0,EmausBot
1,0,1,0,1,no_geo,en,article,0,MICappella,1,2013-02-26T17:00:00.000Z,0,FrescoBot
52,0,1,0,52,no_geo,en,article,0,Michelle_French,0,2013-02-26T17:00:00.000Z,0,Hmlarson
27,0,1,0,27,no_geo,pt,article,0,Microrregião_de_Fernando_de_Noronha,1,2013-02-26T17:00:00.000Z,0,VolkovBot
61,0,2,0,61,no_geo,fr,article,0,Mike_Brennan,0,2013-02-26T17:00:00.000Z,0,Ferry Zed
36,0,1,0,36,no_geo,fr,article,0,Milinko_Pantić,1,2013-02-26T17:00:00.000Z,0,ZéroBot
17,0,1,0,17,no_geo,no,article,0,Minarkisme,1,2013-02-26T17:00:00.000Z,0,MerlIwBot
37,0,1,0,37,no_geo,en,article,0,Ministry_of_National_Development_(Eritrea),0,2013-02-26T17:00:00.000Z,0,Amakuru
0,0,1,-136,-136,no_geo,en,article,0,Mircea_III_Dracul,1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-146,-146,no_geo,en,article,0,Mitsuomi_Takahashi,1,2013-02-26T17:00:00.000Z,0,Addbot
30,0,1,0,30,no_geo,fr,wikipedia,0,Modèle:Palette_Effectif_actuel_de_la_Juventus,1,2013-02-26T17:00:00.000Z,0,MerlIwBot
0,0,1,-27,-27,no_geo,fr,wikipedia,0,Modèle:Palette_Standards_du_Web_sémantique,0,2013-02-26T17:00:00.000Z,0,FDo64
29,0,1,0,29,no_geo,nl,article,0,Modisimus_selvanegra,1,2013-02-26T17:00:00.000Z,0,EmausBot
49,0,1,0,49,no_geo,en,article,0,Moltopera,0,2013-02-26T17:00:00.000Z,0,Voceditenore
38,0,1,0,38,no_geo,es,article,0,Monochaetum,1,2013-02-26T17:00:00.000Z,0,ZéroBot
6320,0,1,0,6320,no_geo,cs,article,1,Montbeliardský_skot,0,2013-02-26T17:00:00.000Z,0,Bodlina
22,0,1,0,22,no_geo,sv,article,0,Moreno_grande,1,2013-02-26T17:00:00.000Z,0,EmausBot
26,0,1,0,26,no_geo,fr,article,0,Moringua_macrochir,1,2013-02-26T17:00:00.000Z,0,ZéroBot
0,0,1,-175,-175,no_geo,en,article,0,"Mosjøen_Airport,_Kjærstad",1,2013-02-26T17:00:00.000Z,0,Addbot
0,0,1,-136,-136,no_geo,en,article,0,Mount_Zeil,1,2013-02-26T17:00:00.000Z,0,Addbot
33,0,1,0,33,no_geo,es,article,0,MTV,1,2013-02-26T17:00:00.000Z,0,CarsracBot
0,0,1,-7,-7,no_geo,es,article,0,Muerte_accidental_de_un_anarquista,1,2013-02-26T17:00:00.000Z,0,EmausBot
15,0,1,0,15,no_geo,nl,article,0,Muraena,1,2013-02-26T17:00:00.000Z,0,Zorrobot
23,0,1,0,23,no_geo,de,article,0,Muraena_augusti,1,2013-02-26T17:00:00.000Z,0,ZéroBot
62,0,1,0,62,no_geo,sv,article,1,Muraena_fascigula,1,2013-02-26T17:00:00.000Z,0,Lsjbot
67,0,1,0,67,no_geo,sv,article,1,Muraena_ocellata,1,2013-02-26T17:00:00.000Z,0,Lsjbot
65,0,1,0,65,no_geo,sv,article,1,Muraena_sanctaehelenae,1,2013-02-26T17:00:00.000Z,0,Lsjbot
67,0,1,0,67,no_geo,sv,article,1,Muraenesox_coniceps,1,2013-02-26T17:00:00.000Z,0,Lsjbot
0,0,1,-6,-6,no_geo,sk,article,0,Murder_Ballads,1,2013-02-26T17:00:00.000Z,0,Vegbot
0,0,1,-136,-136,no_geo,en,article,0,Musashi-Kosugi_Station,1,2013-02-26T17:00:00.000Z,0,Addbot
0,1,1,-62,-62,known,tr,article,0,Mustafa_Ceceli,0,2013-02-26T17:00:00.000Z,0,85.106.207.213
27,1,1,0,27,known,en,article,0,Myrrh,0,2013-02-26T17:00:00.000Z,0,74.108.41.59
0,0,1,-43,-43,no_geo,en,article,0,Nabla_symbol,0,2013-02-26T17:00:00.000Z,0,Miracle Pen
798,0,3,0,798,no_geo,en,article,0,Nambidi,0,2013-02-26T17:00:00.000Z,0,Werieth
20,0,1,0,20,no_geo,fr,article,0,Nanoa_enana,1,2013-02-26T17:00:00.000Z,0,EmausBot
16,0,1,0,16,no_geo,nl,article,0,Narbonne,1,2013-02-26T17:00:00.000Z,0,Makecat-bot
0,1,1,-4,-4,known,en,article,0,Nash_equilibrium,0,2013-02-26T17:00:00.000Z,0,207.160.98.250
1,0,1,0,1,no_geo,it,article,0,National_Gallery_of_Modern_Art_(Nigeria),0,2013-02-26T17:00:00.000Z,0,Eumolpo
0,0,1,-37,-37,no_geo,en,article,0,Navaratnas,0,2013-02-26T17:00:00.000Z,0,Avoided
1,0,1,0,1,no_geo,it,article,0,Nelamangala,1,2013-02-26T17:00:00.000Z,0,Botcrux
59,0,1,0,59,no_geo,ro,article,0,Neptun_(planetă),0,2013-02-26T17:00:00.000Z,1,C. Ciupearcă
0,0,1,-2,-2,no_geo,de,article,0,New_Morning_(Bob-Dylan-Album),0,2013-02-26T17:00:00.000Z,0,Rubblesby
2,1,1,0,2,known,de,article,0,Nickelback,0,2013-02-26T17:00:00.000Z,0,84.59.203.67
