happy,year,age,sex,marital,degree,finrela,health,wtssall
NA,2004,65,female,married,high school,NA,excellent,0.9184
NA,2004,41,female,married,high school,NA,NA,0.9184
very happy,2004,38,male,married,junior college,average,fair,0.9184
pretty happy,2004,21,female,never married,high school,below average,excellent,0.9184
NA,2004,42,male,married,high school,NA,NA,0.9184
pretty happy,2004,44,female,married,bachelor,above average,good,1.8368
NA,2004,45,male,married,junior college,NA,good,0.9184
very happy,2004,34,female,married,junior college,average,good,0.9184
not too happy,2004,79,female,widowed,lt high school,far below average,NA,0.4592
NA,2004,35,male,married,graduate,NA,NA,0.9184
pretty happy,2004,39,male,divorced,junior college,average,NA,0.4592
NA,2004,25,male,never married,high school,NA,excellent,0.4592
NA,2004,27,female,married,high school,NA,NA,0.4592
NA,2004,20,female,married,high school,NA,excellent,0.9184
NA,2004,48,female,married,high school,NA,excellent,1.3776
NA,2004,47,female,married,high school,NA,NA,1.8368
NA,2004,72,male,married,high school,NA,NA,0.9184
pretty happy,2004,21,female,never married,high school,average,fair,0.9184
very happy,2004,63,male,married,high school,above average,excellent,1.7514
pretty happy,2004,67,female,married,high school,below average,good,0.9184
NA,2004,33,male,married,high school,NA,NA,0.9184
NA,2004,62,female,married,bachelor,NA,excellent,0.9184
pretty happy,2004,48,female,married,bachelor,above average,fair,0.9184
pretty happy,2004,41,female,married,bachelor,below average,NA,0.9184
NA,2004,51,female,married,high school,NA,NA,1.3776
NA,2004,35,female,married,junior college,NA,NA,0.9184
NA,2004,51,male,divorced,high school,NA,NA,0.9184
NA,2004,41,male,married,bachelor,NA,NA,1.8368
pretty happy,2004,36,female,separated,high school,far below average,good,0.4592
NA,2004,55,male,married,bachelor,NA,excellent,0.9184
NA,2004,18,male,never married,lt high school,NA,NA,1.8368
pretty happy,2004,48,female,married,high school,average,good,1.3776
NA,2004,19,male,never married,high school,NA,NA,0.9184
NA,2004,27,male,never married,graduate,NA,NA,0.4592
very happy,2004,19,female,never married,high school,NA,fair,0.4592
NA,2004,67,male,never married,lt high school,NA,NA,0.4592
NA,2004,24,female,never married,lt high school,NA,excellent,1.8368
not too happy,2004,28,male,never married,high school,below average,good,0.4592
NA,2004,71,female,never married,bachelor,NA,NA,0.9184
NA,2004,42,female,never married,high school,NA,excellent,0.9184
pretty happy,2004,67,female,widowed,high school,average,excellent,0.4592
NA,2004,48,female,divorced,high school,NA,fair,0.4592
NA,2004,42,male,married,bachelor,NA,NA,0.9184
pretty happy,2004,44,male,divorced,high school,above average,excellent,0.4592
pretty happy,2004,43,male,married,lt high school,below average,good,0.9184
very happy,2004,80,female,married,high school,average,excellent,0.9184
pretty happy,2004,78,female,widowed,high school,below average,NA,0.4592
NA,2004,31,male,never married,high school,NA,NA,1.3776
pretty happy,2004,55,male,divorced,high school,above average,NA,0.4592
pretty happy,2004,42,male,married,high school,below average,NA,0.9184
NA,2004,67,female,married,high school,NA,NA,1.3776
NA,2004,67,male,married,lt high school,NA,NA,0.9184
NA,2004,58,female,married,high school,NA,NA,0.9184
NA,2004,38,male,married,bachelor,NA,NA,1.3776
pretty happy,2004,34,female,married,high school,average,good,1.8368
not too happy,2004,47,male,married,bachelor,average,good,1.3776
very happy,2004,65,male,married,bachelor,above average,good,0.9184
pretty happy,2004,52,male,married,high school,above average,NA,0.9184
NA,2004,24,female,married,bachelor,NA,NA,0.9184
pretty happy,2004,53,male,married,high school,below average,NA,0.9184
very happy,2004,27,female,divorced,high school,average,fair,0.4592
NA,2004,30,female,married,bachelor,NA,good,0.9184
NA,2004,35,female,married,graduate,NA,NA,0.9184
very happy,2004,55,male,married,high school,above average,NA,1.3776
very happy,2004,45,female,married,bachelor,above average,excellent,0.9184
NA,2004,54,male,married,high school,NA,NA,1.3776
very happy,2004,41,male,divorced,high school,above average,excellent,0.4592
NA,2004,24,male,never married,bachelor,NA,good,0.9184
NA,2004,33,female,never married,bachelor,NA,good,0.9184
not too happy,2004,27,male,married,high school,below average,NA,0.9184
NA,2004,70,female,divorced,lt high school,NA,NA,0.9184
NA,2004,27,male,never married,lt high school,NA,NA,0.9184
not too happy,2004,21,male,never married,lt high school,above average,good,0.9184
NA,2004,49,female,divorced,high school,NA,NA,0.4592
NA,2004,33,male,never married,high school,NA,excellent,0.4592
NA,2004,29,female,separated,lt high school,NA,NA,0.4592
NA,2004,37,male,never married,high school,NA,NA,0.9184
not too happy,2004,57,female,divorced,high school,far below average,poor,0.4592
NA,2004,44,male,married,high school,NA,NA,0.4592
very happy,2004,20,female,never married,high school,average,excellent,0.9184
pretty happy,2004,41,female,divorced,lt high school,below average,good,0.9184
pretty happy,2004,31,male,never married,high school,below average,good,0.9184
very happy,2004,72,female,divorced,high school,average,excellent,0.4592
pretty happy,2004,24,female,married,high school,below average,NA,0.9184
very happy,2004,40,female,married,high school,average,fair,1.3776
pretty happy,2004,20,male,separated,high school,below average,excellent,1.8368
NA,2004,24,female,married,high school,NA,NA,0.9184
NA,2004,54,male,married,high school,NA,NA,0.9184
pretty happy,2004,64,male,married,high school,below average,NA,0.4592
NA,2004,58,male,married,bachelor,NA,NA,3.6735
pretty happy,2004,46,female,divorced,bachelor,average,excellent,0.4592
NA,2004,40,female,married,bachelor,NA,NA,0.9184
very happy,2004,42,male,married,high school,below average,NA,1.8368
NA,2004,45,female,married,graduate,NA,NA,1.8368
NA,2004,28,female,married,bachelor,NA,excellent,0.9184
NA,2004,75,female,never married,high school,NA,fair,0.9184
NA,2004,64,female,married,graduate,NA,NA,0.9184
NA,2004,31,female,never married,bachelor,NA,NA,0.4592
pretty happy,2004,35,female,never married,junior college,average,good,0.9184
pretty happy,2004,65,male,married,high school,average,NA,0.9184
NA,2004,66,male,married,high school,NA,NA,0.9184
NA,2004,30,male,married,bachelor,NA,NA,0.9184
not too happy,2004,89,female,widowed,high school,NA,poor,0.4592
pretty happy,2004,24,male,never married,high school,below average,NA,0.4592
NA,2004,29,male,never married,bachelor,NA,fair,0.9184
NA,2004,19,female,never married,lt high school,NA,NA,0.9184
NA,2004,60,female,divorced,high school,NA,NA,0.4592
pretty happy,2004,28,female,married,high school,far below average,NA,0.4592
pretty happy,2004,52,male,divorced,graduate,below average,good,0.9184
NA,2004,34,female,separated,lt high school,NA,NA,0.4592
pretty happy,2004,22,female,never married,high school,below average,NA,0.4592
NA,2004,72,male,separated,lt high school,NA,excellent,0.4592
pretty happy,2004,23,female,never married,high school,below average,good,0.9184
NA,2004,55,male,divorced,lt high school,NA,NA,2.7551
pretty happy,2004,42,female,separated,lt high school,below average,fair,0.9184
pretty happy,2004,78,male,married,high school,above average,good,0.9184
NA,2004,49,male,divorced,high school,NA,NA,0.4592
NA,2004,27,male,married,high school,NA,NA,0.9184
NA,2004,63,female,widowed,junior college,NA,NA,0.4592
NA,2004,50,male,married,graduate,NA,NA,1.8368
NA,2004,35,female,married,high school,NA,NA,1.8368
very happy,2004,28,female,married,bachelor,average,excellent,0.9184
NA,2004,70,male,married,high school,NA,NA,0.9184
pretty happy,2004,67,female,married,bachelor,average,NA,1.8368
pretty happy,2004,25,male,never married,high school,below average,excellent,0.9184
NA,2004,43,female,married,high school,NA,excellent,0.9184
NA,2004,30,male,married,bachelor,NA,NA,0.9184
NA,2004,65,female,divorced,high school,NA,NA,0.4592
pretty happy,2004,50,female,married,bachelor,above average,excellent,0.9184
NA,2004,52,female,married,high school,NA,NA,0.9184
NA,2004,65,male,married,high school,NA,NA,0.9184
NA,2004,81,female,widowed,lt high school,NA,NA,0.4592
NA,2004,18,male,never married,lt high school,NA,good,0.9184
NA,2004,28,female,married,lt high school,NA,NA,0.4592
NA,2004,41,female,married,high school,NA,good,0.9184
pretty happy,2004,38,male,married,high school,above average,NA,0.9184
NA,2004,28,female,married,high school,NA,NA,0.9184
not too happy,2004,77,male,married,high school,below average,fair,0.9184
very happy,2004,82,female,married,high school,average,good,0.9184
NA,2004,23,male,never married,high school,NA,NA,0.4592
NA,2004,24,female,never married,bachelor,NA,NA,0.4592
NA,2004,72,female,divorced,high school,NA,good,0.4592
very happy,2004,19,female,never married,high school,average,NA,0.9184
pretty happy,2004,29,male,divorced,junior college,below average,excellent,0.4592
pretty happy,2004,22,male,never married,high school,above average,NA,0.4592
NA,2004,61,male,separated,lt high school,NA,NA,0.9184
NA,2004,21,female,never married,high school,NA,excellent,0.4592
pretty happy,2004,20,female,never married,high school,average,good,0.9184
pretty happy,2004,18,male,never married,high school,above average,excellent,0.9184
pretty happy,2004,21,male,never married,high school,average,NA,0.9184
pretty happy,2004,26,male,never married,high school,average,good,0.4592
NA,2004,49,male,married,bachelor,NA,NA,1.3776
NA,2004,38,female,married,graduate,NA,NA,0.9184
NA,2004,19,female,married,high school,NA,NA,2.2959
NA,2004,32,male,married,bachelor,NA,NA,0.9184
very happy,2004,61,female,married,high school,average,good,0.9184
NA,2004,54,female,married,junior college,NA,NA,0.9184
very happy,2004,66,male,married,graduate,above average,excellent,0.9184
NA,2004,25,female,never married,high school,NA,NA,0.9184
pretty happy,2004,26,male,married,graduate,average,excellent,1.8368
pretty happy,2004,24,female,never married,high school,far above average,NA,1.3776
pretty happy,2004,30,female,never married,junior college,far above average,good,0.9184
pretty happy,2004,57,female,widowed,high school,below average,NA,0.9184
NA,2004,23,female,never married,high school,NA,NA,0.4592
NA,2004,74,male,married,high school,NA,NA,0.9184
NA,2004,39,male,married,lt high school,NA,NA,0.4592
pretty happy,2004,57,female,widowed,bachelor,below average,good,1.3776
NA,2004,24,female,never married,high school,NA,NA,0.9184
NA,2004,46,male,divorced,high school,NA,poor,0.4592
NA,2004,57,female,married,high school,NA,good,0.9184
pretty happy,2004,24,male,never married,high school,below average,good,1.8368
NA,2004,34,female,married,high school,NA,NA,0.9184
pretty happy,2004,40,female,never married,high school,below average,excellent,0.4592
not too happy,2004,57,female,widowed,lt high school,far below average,fair,0.9184
NA,2004,50,female,separated,high school,NA,NA,0.4592
pretty happy,2004,38,female,separated,high school,average,good,0.4592
pretty happy,2004,26,male,never married,lt high school,average,NA,0.9184
not too happy,2004,68,male,widowed,graduate,far below average,fair,0.4592
pretty happy,2004,57,male,divorced,graduate,average,NA,0.4592
not too happy,2004,52,male,married,bachelor,above average,NA,0.9184
NA,2004,60,female,married,high school,NA,NA,0.9184
NA,2004,43,female,married,junior college,NA,NA,0.9184
NA,2004,40,male,married,bachelor,NA,NA,0.9184
NA,2004,70,male,widowed,high school,NA,NA,0.4592
NA,2004,79,female,widowed,high school,NA,excellent,0.9184
pretty happy,2004,57,male,married,graduate,above average,excellent,0.9184
pretty happy,2004,37,female,married,high school,average,fair,1.8368
pretty happy,2004,56,female,married,junior college,average,NA,0.9184
NA,2004,48,male,married,lt high school,NA,NA,1.8368
very happy,2004,73,male,married,bachelor,average,excellent,0.9184
pretty happy,2004,50,female,married,bachelor,above average,excellent,1.8368
very happy,2004,56,male,married,graduate,far below average,excellent,0.9184
very happy,2004,79,female,married,high school,above average,NA,0.9184
NA,2004,21,female,never married,high school,NA,NA,0.9184
NA,2004,60,male,never married,bachelor,NA,NA,0.4592
NA,2004,21,female,never married,high school,NA,NA,0.4592
pretty happy,2004,44,male,married,graduate,above average,NA,0.9184
NA,2004,68,female,divorced,lt high school,NA,fair,0.4592
NA,2004,39,female,separated,high school,NA,NA,0.4592
NA,2004,44,male,married,high school,NA,NA,0.9184
pretty happy,2004,70,female,widowed,high school,average,NA,0.4592
pretty happy,2004,34,female,married,high school,above average,fair,0.9184
pretty happy,2004,67,male,married,high school,below average,NA,0.9184
pretty happy,2004,52,male,married,high school,above average,fair,1.8368
NA,2004,89,female,widowed,lt high school,NA,NA,0.9184
NA,2004,55,female,married,high school,NA,NA,0.9184
NA,2004,64,female,divorced,high school,NA,NA,1.8368
very happy,2004,75,male,divorced,lt high school,average,fair,0.4592
not too happy,2004,59,female,widowed,high school,average,good,0.9184
very happy,2004,62,female,married,high school,above average,NA,1.8368
very happy,2004,47,male,married,bachelor,above average,excellent,0.9184
NA,2004,32,female,married,high school,NA,excellent,0.9184
NA,2004,36,female,married,high school,NA,NA,0.9184
NA,2004,80,male,married,high school,NA,excellent,1.8368
NA,2004,87,male,married,high school,NA,NA,1.8368
very happy,2004,45,male,married,high school,average,good,1.8368
NA,2004,71,female,married,high school,NA,NA,1.8368
NA,2004,57,female,divorced,high school,NA,excellent,1.8368
pretty happy,2004,67,male,married,high school,average,excellent,1.8368
NA,2004,21,female,married,high school,NA,NA,0.9184
very happy,2004,35,female,married,high school,average,excellent,1.8368
pretty happy,2004,58,female,married,high school,average,NA,1.8368
pretty happy,2004,35,male,divorced,high school,average,good,0.4592
not too happy,2004,22,male,never married,high school,average,NA,2.7551
not too happy,2004,59,male,separated,high school,average,fair,0.4592
NA,2004,38,female,separated,lt high school,NA,poor,0.4592
pretty happy,2004,83,male,widowed,high school,average,fair,0.4592
NA,2004,25,male,separated,junior college,NA,NA,0.4592
NA,2004,30,female,married,high school,NA,NA,0.9184
NA,2004,73,female,married,high school,NA,NA,0.9184
NA,2004,44,male,married,lt high school,NA,NA,0.9184
NA,2004,59,male,separated,high school,NA,NA,0.4592
very happy,2004,53,male,married,bachelor,average,NA,1.8368
pretty happy,2004,68,female,widowed,lt high school,average,fair,0.4592
not too happy,2004,31,female,married,high school,below average,fair,0.9184
NA,2004,32,male,never married,graduate,NA,excellent,0.4592
NA,2004,52,male,divorced,high school,NA,NA,1.3776
pretty happy,2004,63,male,married,high school,average,NA,0.9184
pretty happy,2004,47,female,never married,high school,above average,NA,0.9184
NA,2004,47,male,widowed,lt high school,NA,NA,0.9184
very happy,2004,79,female,widowed,lt high school,NA,excellent,0.4592
NA,2004,86,female,separated,lt high school,NA,fair,0.4592
NA,2004,45,female,never married,lt high school,NA,fair,0.4592
pretty happy,2004,82,female,widowed,high school,average,good,0.4592
pretty happy,2004,29,female,never married,high school,far below average,NA,0.4592
NA,2004,23,female,never married,high school,NA,excellent,0.4592
NA,2004,43,male,married,lt high school,NA,NA,0.9184
NA,2004,30,female,never married,junior college,NA,NA,0.4592
pretty happy,2004,38,female,never married,lt high school,average,good,0.4592
NA,2004,50,male,never married,lt high school,NA,NA,0.4592
NA,2004,75,male,divorced,graduate,NA,fair,0.4592
pretty happy,2004,44,female,married,bachelor,above average,NA,0.9184
pretty happy,2004,55,female,divorced,high school,below average,NA,2.2959
NA,2004,36,female,married,junior college,NA,NA,0.9184
NA,2004,43,male,divorced,lt high school,NA,fair,1.3776
NA,2004,26,female,divorced,high school,NA,NA,0.4592
pretty happy,2004,39,male,divorced,high school,below average,fair,0.4592
NA,2004,34,male,married,high school,NA,NA,0.9184
pretty happy,2004,72,female,married,lt high school,average,NA,0.9184
very happy,2004,50,male,married,graduate,average,excellent,0.9184
pretty happy,2004,79,male,divorced,high school,average,good,0.4592
NA,2004,28,male,divorced,high school,NA,fair,0.9184
NA,2004,50,female,married,junior college,NA,good,1.8368
NA,2004,20,male,never married,high school,NA,NA,1.3776
pretty happy,2004,40,female,divorced,high school,below average,fair,0.4592
not too happy,2004,51,male,divorced,bachelor,average,NA,0.4592
NA,2004,26,female,never married,high school,NA,NA,0.4592
very happy,2004,29,female,never married,graduate,above average,excellent,0.9184
pretty happy,2004,29,female,never married,junior college,below average,NA,0.4592
NA,2004,51,male,divorced,high school,NA,excellent,0.4592
very happy,2004,58,male,never married,high school,far below average,excellent,0.4592
NA,2004,64,female,widowed,high school,NA,NA,0.9184
not too happy,2004,58,male,never married,bachelor,average,NA,0.4592
NA,2004,26,female,married,bachelor,NA,good,0.9184
not too happy,2004,50,male,divorced,lt high school,average,good,0.4592
NA,2004,81,female,widowed,lt high school,NA,NA,0.4592
NA,2004,83,male,never married,high school,NA,NA,0.4592
not too happy,2004,65,female,married,lt high school,below average,poor,0.9184
NA,2004,25,female,married,high school,NA,NA,0.9184
NA,2004,45,female,married,high school,NA,good,0.9184
NA,2004,48,male,never married,high school,NA,NA,0.4592
not too happy,2004,28,female,divorced,lt high school,below average,NA,0.4592
very happy,2004,31,female,married,graduate,above average,excellent,1.8368
pretty happy,2004,27,female,never married,high school,far below average,NA,0.4592
NA,2004,23,female,never married,lt high school,NA,excellent,0.4592
NA,2004,71,female,widowed,high school,NA,fair,0.4592
pretty happy,2004,51,female,divorced,bachelor,average,good,0.4592
pretty happy,2004,57,male,separated,lt high school,far below average,poor,0.4592
NA,2004,50,female,separated,high school,NA,NA,0.4592
NA,2004,31,male,never married,lt high school,NA,NA,0.9184
NA,2004,47,male,never married,lt high school,NA,NA,0.4592
very happy,2004,52,male,married,high school,below average,good,0.9184
pretty happy,2004,30,male,divorced,high school,average,NA,0.4592
very happy,2004,37,female,never married,bachelor,average,good,0.4592
NA,2004,47,male,never married,high school,NA,NA,0.4592
very happy,2004,18,female,never married,bachelor,average,excellent,1.3776
pretty happy,2004,36,female,never married,high school,below average,excellent,0.4592
pretty happy,2004,69,male,married,graduate,average,good,0.9184
pretty happy,2004,39,male,never married,bachelor,average,fair,0.4592
NA,2004,67,female,married,graduate,NA,excellent,0.9184
NA,2004,77,male,widowed,bachelor,NA,NA,0.4592
not too happy,2004,60,female,married,bachelor,above average,good,0.9184
pretty happy,2004,66,male,divorced,bachelor,above average,excellent,0.4592
very happy,2004,31,male,never married,graduate,below average,NA,0.4592
very happy,2004,33,female,married,graduate,average,good,0.9184
NA,2004,38,male,married,graduate,NA,excellent,0.9184
NA,2004,32,female,never married,junior college,NA,NA,0.9184
pretty happy,2004,40,male,divorced,lt high school,average,excellent,0.4592
very happy,2004,59,male,never married,high school,average,good,0.4592
not too happy,2004,25,female,never married,bachelor,average,fair,0.4592
very happy,2004,28,female,never married,high school,above average,good,0.4592
NA,2004,44,female,never married,graduate,NA,NA,0.4592
pretty happy,2004,67,female,widowed,high school,average,NA,0.9184
pretty happy,2004,44,male,never married,high school,far below average,poor,0.4592
pretty happy,2004,59,male,divorced,junior college,average,good,0.9184
NA,2004,62,female,married,bachelor,NA,NA,0.4592
NA,2004,49,male,never married,lt high school,NA,good,1.8368
pretty happy,2004,27,female,married,graduate,average,excellent,0.9184
NA,2004,58,male,married,bachelor,NA,NA,1.7514
pretty happy,2004,83,female,never married,high school,average,good,0.4592
NA,2004,27,male,separated,high school,NA,good,0.9184
NA,2004,35,female,separated,bachelor,NA,good,0.4592
NA,2004,53,female,separated,high school,NA,NA,0.4592
NA,2004,78,female,married,high school,NA,NA,0.9184
very happy,2004,68,female,never married,graduate,above average,fair,0.4592
NA,2004,58,female,divorced,graduate,NA,NA,0.9184
not too happy,2004,36,male,married,bachelor,above average,good,1.8368
NA,2004,45,male,married,graduate,NA,NA,1.7514
NA,2004,43,male,married,graduate,NA,NA,0.4592
NA,2004,42,female,never married,bachelor,NA,NA,1.3776
not too happy,2004,85,female,widowed,graduate,above average,poor,0.4592
pretty happy,2004,81,female,divorced,bachelor,above average,NA,0.4592
very happy,2004,51,female,married,graduate,average,good,0.9184
NA,2004,40,female,separated,junior college,NA,NA,0.4592
pretty happy,2004,27,male,separated,high school,above average,good,0.4592
not too happy,2004,39,female,never married,high school,below average,good,0.4592
very happy,2004,26,female,married,high school,average,NA,0.9184
very happy,2004,28,female,married,graduate,below average,NA,0.9184
NA,2004,21,female,married,high school,NA,excellent,0.9184
NA,2004,44,male,married,graduate,NA,good,0.9184
pretty happy,2004,38,female,never married,high school,below average,fair,0.9184
very happy,2004,30,female,never married,bachelor,average,excellent,0.4592
NA,2004,28,female,never married,graduate,NA,NA,0.9184
pretty happy,2004,76,male,married,high school,below average,fair,1.3776
NA,2004,75,female,divorced,high school,NA,good,0.4592
NA,2004,30,male,married,graduate,NA,excellent,0.9184
pretty happy,2004,53,female,married,high school,average,NA,0.9184
pretty happy,2004,31,female,never married,bachelor,below average,excellent,0.9184
NA,2004,40,male,married,high school,NA,NA,1.8368
NA,2004,48,female,never married,high school,NA,good,0.4592
very happy,2004,21,male,never married,high school,above average,excellent,0.9184
NA,2004,28,female,never married,bachelor,NA,NA,0.4592
NA,2004,28,female,never married,junior college,NA,NA,0.4592
NA,2004,56,female,divorced,high school,NA,NA,0.4592
NA,2004,51,male,married,bachelor,NA,NA,0.9184
NA,2004,63,female,married,bachelor,NA,good,1.8368
pretty happy,2004,51,female,never married,graduate,above average,excellent,0.4592
very happy,2004,45,female,divorced,lt high school,above average,NA,0.4592
NA,2004,71,male,married,high school,NA,good,0.8757
very happy,2004,28,male,married,bachelor,average,fair,0.9184
NA,2004,27,female,married,high school,NA,NA,0.9184
NA,2004,27,female,never married,high school,NA,excellent,0.9184
pretty happy,2004,38,female,married,bachelor,average,good,0.9184
NA,2004,39,female,married,high school,NA,excellent,0.9184
pretty happy,2004,49,male,married,high school,above average,fair,0.9184
pretty happy,2004,68,male,married,graduate,above average,NA,0.9184
very happy,2004,61,male,married,high school,average,excellent,0.9184
very happy,2004,49,female,divorced,high school,below average,good,0.4592
NA,2004,43,male,married,junior college,NA,NA,0.9184
pretty happy,2004,31,female,married,bachelor,average,NA,0.9184
NA,2004,50,female,divorced,bachelor,NA,NA,1.8368
not too happy,2004,35,female,separated,high school,below average,fair,0.4592
NA,2004,23,male,never married,bachelor,NA,NA,2.2959
NA,2004,76,male,married,high school,NA,NA,2.7551
NA,2004,49,female,divorced,graduate,NA,NA,0.4592
NA,2004,31,male,separated,high school,NA,NA,0.4592
NA,2004,51,male,married,high school,NA,good,1.8368
NA,2004,23,male,never married,high school,NA,NA,0.9184
very happy,2004,19,male,never married,lt high school,average,NA,1.8368
not too happy,2004,25,male,never married,bachelor,below average,NA,0.4592
not too happy,2004,30,male,never married,high school,average,good,0.9184
very happy,2004,29,female,married,bachelor,above average,good,0.9184
NA,2004,27,male,married,bachelor,NA,good,0.9184
NA,2004,30,female,married,bachelor,NA,excellent,1.8368
pretty happy,2004,19,male,never married,lt high school,average,fair,0.9184
pretty happy,2004,36,female,married,bachelor,average,NA,0.9184
NA,2004,55,female,married,junior college,NA,NA,0.9184
very happy,2004,53,female,married,graduate,average,good,0.4592
NA,2004,40,female,married,high school,NA,NA,0.9184
pretty happy,2004,44,female,divorced,high school,far below average,fair,0.4592
not too happy,2004,26,male,never married,high school,average,fair,0.9184
NA,2004,49,female,married,high school,NA,NA,0.9184
pretty happy,2004,21,male,never married,junior college,below average,NA,0.9184
NA,2004,38,female,married,bachelor,NA,NA,0.9184
NA,2004,33,female,married,high school,NA,NA,1.3776
NA,2004,60,female,separated,lt high school,NA,NA,1.8368
NA,2004,33,female,married,high school,NA,fair,0.9184
very happy,2004,49,male,married,junior college,above average,excellent,0.9184
very happy,2004,50,male,married,high school,average,good,0.9184
NA,2004,48,male,married,lt high school,NA,NA,1.3776
pretty happy,2004,62,male,married,high school,average,NA,1.8368
very happy,2004,41,male,married,high school,average,good,0.9184
pretty happy,2004,22,male,never married,lt high school,average,fair,1.3776
pretty happy,2004,34,male,divorced,lt high school,above average,good,0.4592
NA,2004,36,female,never married,high school,NA,NA,0.4592
NA,2004,36,female,separated,high school,NA,NA,0.4592
pretty happy,2004,37,male,never married,high school,average,fair,0.4592
NA,2004,47,female,married,junior college,NA,good,1.8368
pretty happy,2004,46,female,married,junior college,below average,fair,0.9184
pretty happy,2004,62,male,married,lt high school,average,good,0.9184
NA,2004,27,female,married,high school,NA,NA,0.9184
pretty happy,2004,38,male,divorced,high school,below average,NA,0.4592
not too happy,2004,31,male,separated,high school,average,NA,0.9184
NA,2004,27,female,married,high school,NA,NA,0.9184
NA,2004,62,female,widowed,high school,NA,fair,0.9184
pretty happy,2004,59,male,married,high school,average,good,0.9184
pretty happy,2004,61,female,married,junior college,above average,excellent,0.9184
very happy,2004,66,male,married,junior college,average,NA,0.4592
very happy,2004,41,male,married,high school,below average,NA,1.3776
NA,2004,52,male,never married,lt high school,NA,NA,0.9184
pretty happy,2004,20,male,never married,lt high school,below average,good,0.9184
NA,2004,61,female,married,lt high school,NA,excellent,0.9184
pretty happy,2004,30,female,separated,high school,average,good,0.4592
pretty happy,2004,22,male,married,high school,below average,NA,0.9184
very happy,2004,43,female,separated,lt high school,average,good,0.4592
not too happy,2004,23,female,married,high school,average,poor,0.9184
pretty happy,2004,47,male,married,high school,above average,NA,1.8368
NA,2004,35,female,divorced,high school,NA,NA,2.7551
very happy,2004,24,female,never married,high school,average,good,1.3776
pretty happy,2004,31,male,never married,bachelor,below average,good,0.4592
NA,2004,29,male,married,high school,NA,NA,1.8368
not too happy,2004,46,male,widowed,high school,average,NA,0.4592
pretty happy,2004,37,male,married,bachelor,average,NA,1.8368
NA,2004,57,female,married,graduate,NA,NA,0.9184
very happy,2004,39,male,married,junior college,above average,good,0.9184
not too happy,2004,43,female,divorced,junior college,below average,good,0.4592
NA,2004,23,male,never married,high school,NA,NA,1.8368
very happy,2004,53,male,married,graduate,above average,NA,0.9184
pretty happy,2004,43,male,married,bachelor,above average,good,0.9184
NA,2004,68,female,divorced,high school,NA,good,0.4592
pretty happy,2004,40,male,married,graduate,above average,good,0.9184
NA,2004,43,male,married,lt high school,NA,NA,0.9184
pretty happy,2004,32,male,never married,graduate,average,good,0.4592
not too happy,2004,76,male,married,lt high school,average,fair,1.8368
NA,2004,74,female,married,high school,NA,NA,1.8368
NA,2004,59,male,married,lt high school,NA,NA,0.9184
NA,2004,56,female,married,high school,NA,NA,0.9184
pretty happy,2004,59,female,married,lt high school,below average,poor,1.8368
NA,2004,51,male,married,high school,NA,fair,0.9184
pretty happy,2004,67,male,married,bachelor,above average,NA,0.9184
very happy,2004,41,male,married,high school,below average,good,0.9184
very happy,2004,31,male,married,bachelor,above average,good,1.8368
pretty happy,2004,82,female,married,high school,below average,fair,0.9184
NA,2004,46,female,divorced,high school,NA,NA,1.8368
NA,2004,59,male,divorced,bachelor,NA,NA,0.9184
NA,2004,36,male,married,high school,NA,NA,0.9184
pretty happy,2004,40,male,married,high school,average,good,0.9184
NA,2004,21,male,never married,high school,NA,NA,1.3776
NA,2004,24,female,married,high school,NA,NA,0.9184
NA,2004,27,female,never married,high school,NA,NA,1.3776
NA,2004,34,male,married,graduate,NA,NA,0.9184
NA,2004,43,male,never married,junior college,NA,NA,0.4592
pretty happy,2004,45,female,married,bachelor,above average,NA,1.3776
NA,2004,30,female,never married,bachelor,NA,good,0.4592
very happy,2004,18,male,never married,high school,below average,NA,0.9184
NA,2004,50,female,separated,lt high school,NA,NA,0.4592
pretty happy,2004,35,female,divorced,junior college,below average,NA,0.9184
very happy,2004,19,female,never married,high school,average,excellent,1.3776
not too happy,2004,56,male,divorced,graduate,above average,fair,0.4592
NA,2004,57,female,married,bachelor,NA,NA,0.9184
very happy,2004,35,male,married,graduate,above average,good,0.9184
NA,2004,35,female,widowed,high school,NA,NA,0.9184
NA,2004,21,female,married,lt high school,NA,NA,0.9184
NA,2004,37,male,married,bachelor,NA,NA,0.9184
pretty happy,2004,47,female,widowed,lt high school,average,excellent,1.3776
pretty happy,2004,31,female,married,lt high school,above average,fair,0.4592
NA,2004,79,female,widowed,high school,NA,NA,0.4592
pretty happy,2004,55,male,married,bachelor,average,NA,0.9184
NA,2004,63,male,married,high school,NA,excellent,1.3776
very happy,2004,39,female,never married,bachelor,above average,excellent,0.4592
pretty happy,2004,23,male,never married,high school,below average,good,1.8368
NA,2004,32,female,married,bachelor,NA,excellent,0.9184
very happy,2004,20,female,never married,high school,average,NA,0.9184
NA,2004,30,male,married,high school,NA,excellent,0.9184
NA,2004,23,male,never married,junior college,NA,excellent,2.7551
pretty happy,2004,18,male,never married,high school,average,NA,1.3776
NA,2004,30,male,married,bachelor,NA,excellent,0.9184
NA,2004,42,female,never married,high school,NA,NA,0.4592
NA,2004,47,female,divorced,high school,NA,NA,0.9184
NA,2004,56,female,married,lt high school,NA,good,0.9184
pretty happy,2004,36,female,married,junior college,average,NA,0.9184
